241.010 -5.80971
241.063 -2.66359
241.116 15.55233
241.170 12.92035
241.223 -20.81526
241.276 -2.87212
241.329 -11.77558
241.382 7.96226
241.435 16.94302
241.488 -7.81132
241.541 -2.48846
241.594 6.41912
241.647 -4.84489
241.700 -9.89012
241.753 12.13779
241.806 -3.89897
241.859 2.80733
241.911 10.40774
241.964 -2.42287
242.017 26.02243
242.070 -0.76165
242.123 5.86456
242.175 -6.23431
242.228 -2.05330
242.281 -0.15845
242.333 6.08399
242.386 -0.06676
242.439 -8.79790
242.491 -2.46098
242.544 -1.75985
242.596 0.18258
242.649 5.39623
242.701 7.94457
242.754 23.31933
242.806 10.92203
242.859 9.18569
242.911 -3.04164
242.964 4.84794
243.016 17.53536
243.068 1.56631
243.121 3.57481
243.173 -1.11969
243.225 6.16884
243.278 -1.42877
243.330 0.32422
243.382 -5.80992
243.434 -3.01740
243.486 1.78192
243.539 -1.17934
243.591 -0.38901
243.643 7.17228
243.695 -0.39062
243.747 0.09322
243.799 10.16275
243.851 -2.28797
243.903 3.17960
243.955 -2.57424
244.007 5.66508
244.059 4.82720
244.111 -5.15663
244.163 4.35501
244.215 3.09016
244.267 0.16212
244.319 11.28011
244.371 2.13079
244.422 -1.73709
244.474 12.81831
244.526 10.39315
244.578 9.18942
244.629 11.16201
244.681 1.38416
244.733 16.01587
244.785 8.90657
244.836 -8.00326
244.888 5.11379
244.940 7.54558
244.991 7.12901
245.043 3.30105
245.094 7.03229
245.146 -3.01962
245.197 -4.97948
245.249 5.24081
245.300 21.65309
245.352 14.34834
245.403 0.40215
245.455 7.08262
245.506 4.80615
245.558 3.08276
245.609 15.23322
245.660 8.41700
245.712 3.90426
245.763 3.86080
245.814 -0.40509
245.865 0.29957
245.917 0.84637
245.968 -3.93377
246.019 6.23450
246.070 4.42518
246.122 -7.90694
246.173 -3.69040
246.224 0.09057
246.275 -3.06925
246.326 5.38127
246.377 -0.48098
246.428 4.29079
246.479 10.21518
246.530 -2.07752
246.581 -4.24849
246.632 -1.60344
246.683 -2.80471
246.734 -3.97241
246.785 -0.86719
246.836 7.67890
246.887 6.82152
246.938 9.33942
246.989 4.26866
247.040 2.26918
247.091 1.07317
247.142 0.51757
247.192 -0.04091
247.243 0.24794
247.294 -0.90806
247.345 4.68825
247.395 4.39767
247.446 -5.74856
247.497 0.00964
247.548 1.85239
247.598 5.25271
247.649 2.04697
247.699 1.63666
247.750 -1.83938
247.801 -1.20839
247.851 3.69432
247.902 1.45567
247.952 0.54952
248.003 7.64783
248.053 -1.20447
248.104 3.78714
248.154 4.16022
248.205 8.99244
248.255 15.60433
248.306 0.53319
248.356 -0.10485
248.407 -1.06596
248.457 1.44260
248.507 -5.09314
248.558 5.58524
248.608 8.50455
248.658 -3.67332
248.709 4.30113
248.759 1.19986
248.809 -3.33451
248.860 -1.49029
248.910 3.36277
248.960 -1.84819
249.010 -2.20814
249.060 -5.42510
249.111 -3.35025
249.161 2.63229
249.211 5.57072
249.261 0.27089
249.311 8.16518
249.361 10.56092
249.411 -1.81174
249.461 -0.35929
249.511 0.22568
249.561 -1.70593
249.611 -2.16831
249.661 2.18004
249.711 4.29115
249.761 1.73244
249.811 2.08503
249.861 5.24280
249.911 -0.52964
249.961 -2.12712
250.011 1.04106
250.061 4.24780
250.111 -0.73704
250.161 -2.75166
250.211 7.48555
250.260 18.09332
250.310 -2.30216
250.360 2.07116
250.410 -0.56415
250.459 0.58033
250.509 1.35774
250.559 -1.85773
250.609 0.96910
250.658 -1.80561
250.708 3.78086
250.758 -0.10472
250.807 0.64817
250.857 -0.94107
250.907 -3.19885
250.956 -2.49744
251.006 1.17441
251.056 5.43646
251.105 -0.67624
251.155 1.74629
251.204 1.92552
