241.010 -7.14082
241.063 -2.38812
241.116 21.18014
241.170 17.29024
241.223 -28.16182
241.276 -4.01164
241.329 -16.05540
241.382 9.79425
241.435 22.53748
241.488 -10.21426
241.541 -3.72426
241.594 6.33991
241.647 -6.45057
241.700 -13.55111
241.753 15.69107
241.806 -5.18393
241.859 2.19741
241.911 13.34471
241.964 -2.91107
242.017 34.62563
242.070 -0.00758
242.123 8.47615
242.175 -8.84162
242.228 -3.03396
242.281 0.06501
242.333 8.15400
242.386 -1.54829
242.439 -10.81243
242.491 -3.17593
242.544 -1.94792
242.596 -0.00212
242.649 6.17870
242.701 10.42905
242.754 31.60885
242.806 14.49468
242.859 12.80721
242.911 -4.16949
242.964 5.82158
243.016 20.66423
243.068 2.49069
243.121 3.70849
243.173 -1.19260
243.225 7.57103
243.278 -3.26269
243.330 0.85401
243.382 -8.01943
243.434 -4.89888
243.486 0.38837
243.539 -1.73750
243.591 -1.67387
243.643 8.42655
243.695 -0.40614
243.747 -0.04498
243.799 13.23432
243.851 -3.14224
243.903 4.05779
243.955 -3.39718
244.007 7.51273
244.059 5.62174
244.111 -6.61567
244.163 5.96420
244.215 4.31040
244.267 0.14926
244.319 15.70859
244.371 2.39187
244.422 -3.45812
244.474 15.63256
244.526 11.96690
244.578 11.38906
244.629 14.83063
244.681 1.68924
244.733 20.53054
244.785 11.30652
244.836 -10.69688
244.888 4.71140
244.940 8.54877
244.991 9.18974
245.043 4.78475
245.094 8.63523
245.146 -4.14152
245.197 -6.65781
245.249 5.80555
245.300 27.07638
245.352 20.04217
245.403 0.55619
245.455 8.63111
245.506 6.26236
245.558 3.73143
245.609 19.98948
245.660 12.18191
245.712 5.16039
245.763 5.10783
245.814 -0.86804
245.865 0.64609
245.917 1.22260
245.968 -5.28083
246.019 7.67639
246.070 5.08433
246.122 -10.18574
246.173 -4.89989
246.224 0.08157
246.275 -4.55702
246.326 6.63077
246.377 -0.82793
246.428 5.59896
246.479 12.82556
246.530 -4.02720
246.581 -5.82222
246.632 -2.14854
246.683 -3.54254
246.734 -5.19725
246.785 -1.15481
246.836 10.42617
246.887 9.20814
246.938 12.31573
246.989 5.07716
247.040 1.71451
247.091 1.11849
247.142 0.58883
247.192 -0.16289
247.243 0.21627
247.294 -1.14836
247.345 5.93300
247.395 5.58432
247.446 -7.48501
247.497 -0.91540
247.548 2.67149
247.598 6.80562
247.649 2.63591
247.699 2.22867
247.750 -2.48516
247.801 -2.05291
247.851 4.99100
247.902 2.20592
247.952 0.87774
248.003 10.13265
248.053 -0.84585
248.104 4.50750
248.154 5.92277
248.205 10.29415
248.255 15.22964
248.306 1.35614
248.356 0.10448
248.407 -2.19777
248.457 0.02656
248.507 -6.56200
248.558 7.40309
248.608 11.60630
248.658 -4.44133
248.709 5.14064
248.759 1.32811
248.809 -4.60711
248.860 -2.43498
248.910 4.28765
248.960 -2.46008
249.010 -2.51641
249.060 -7.32114
249.111 -4.56102
249.161 3.27536
249.211 7.14539
249.261 0.21787
249.311 9.72795
249.361 13.65565
249.411 -2.14002
249.461 -0.61436
249.511 0.35541
249.561 -2.19236
249.611 -3.02128
249.661 2.68369
249.711 5.02469
249.761 2.42529
249.811 2.17037
249.861 6.11335
249.911 -0.74736
249.961 -2.81629
250.011 1.11353
250.061 5.64614
250.111 -0.78415
250.161 -3.82284
250.211 8.32046
250.260 21.39107
250.310 -2.12713
250.360 2.55277
250.410 -1.26164
250.459 0.97596
250.509 2.33643
250.559 -2.79781
250.609 0.82146
250.658 -2.58432
250.708 4.83371
250.758 -0.01923
250.807 0.80107
250.857 -1.31577
250.907 -4.35388
250.956 -3.43146
251.006 1.51650
251.056 7.31575
251.105 -0.71146
251.155 2.21626
251.204 2.36857
251.254 0.11549
251.303 2.58167
251.353 3.25738
251.402 14.92891
251.452 26.17008
251.501 5.78072
251.551 1.65965
251.600 -0.41589
251.650 -0.39653
251.699 -1.19951
251.748 -1.52989
251.798 -0.35895
251.847 2.38919
251.897 1.32145
251.946 0.49708
251.995 -3.37869
252.045 -2.41108
252.094 -0.33355
252.143 -4.36059
252.192 2.59525
252.242 4.63759
252.291 -0.05850
252.340 3.16111
252.389 2.59045
252.439 -4.84002
252.488 1.37652
252.537 2.12398
252.586 -2.51783
252.635 -0.85443
252.684 -1.52972
252.734 -2.16133
252.783 1.05030
252.832 4.88679
252.881 8.53124
252.930 1.95240
252.979 -0.68862
253.028 2.77049
253.077 3.34739
253.126 -0.97874
253.175 -4.45018
253.224 0.42657
253.273 6.60455
253.322 6.57641
253.371 3.31314
253.420 -4.36565
253.469 -1.48908
253.518 5.83064
253.567 2.64137
253.616 0.43699
253.665 -4.64645
253.714 -1.98126
253.763 2.04793
253.812 5.45084
253.860 -0.66200
253.909 -4.74684
253.958 -0.14358
254.007 0.18745
254.056 -0.32552
254.104 8.88750
254.153 8.49104
254.202 3.89689
254.251 5.41428
254.300 6.12456
254.348 2.45636
254.397 -1.73300
254.446 4.64394
254.494 4.16908
254.543 1.80028
254.592 -0.30299
254.641 2.09508
254.689 0.53474
254.738 1.93273
254.786 4.57522
254.835 5.54796
254.884 4.61816
